Date,Region,Product_Type,Units_Sold,Client_Type,Sales_Channel,Service_Contract,Customer_Satisfaction,Revenue,Maintenance_Cost
2023-08-22,Iași,Electric Forklift,2,Corporate,Dealer,Yes,7,52759.81,3171.99
2023-08-22,Iași,Electric Forklift,4,SME,Direct,No,10,114566.52,7144.61
2023-08-23,Constanța,Order Picker,5,Corporate,Dealer,No,8,58927.96,3224.45
2023-08-23,Cluj,Electric Forklift,2,Dealer,Direct,No,7,48014.64,2863.08
2023-08-23,Timișoara,Pallet Truck,5,Corporate,Direct,No,10,23707.71,934.13
2023-08-23,Cluj,Electric Forklift,3,Dealer,Direct,No,10,87572.39,3354.02
2023-08-23,Constanța,Reach Truck,1,Corporate,Direct,No,9,19004.04,864.95
2023-08-23,București,Pallet Truck,4,SME,Direct,Yes,6,23536.28,1270.45
2023-08-24,Iași,Reach Truck,2,SME,Dealer,No,8,38567.68,1389.53
2023-08-24,Timișoara,Pallet Truck,5,SME,Direct,Yes,9,28747.92,1958.57
2023-08-24,Constanța,Electric Forklift,5,Corporate,Dealer,No,8,116619.83,6320.19
2023-08-24,Iași,Order Picker,3,Dealer,Direct,Yes,8,39894.41,2719.47
2023-08-24,Iași,Order Picker,5,Corporate,Direct,Yes,7,70681.15,5027.72
2023-08-25,Constanța,Reach Truck,3,Dealer,Direct,Yes,9,54699.05,4161.32
2023-08-25,Cluj,Pallet Truck,4,Corporate,Direct,Yes,8,18249.69,636.15
2023-08-25,Iași,Reach Truck,2,Dealer,Direct,Yes,10,35090.11,1977.84
2023-08-25,Iași,Order Picker,2,SME,Direct,No,7,25513.08,2039.93
2023-08-25,Timișoara,Order Picker,1,Corporate,Direct,Yes,10,10915.15,669.35
2023-08-25,Cluj,Reach Truck,3,SME,Direct,Yes,6,56499.32,2171.18
2023-08-26,Cluj,Reach Truck,2,SME,Direct,No,6,42594.64,2314.96
2023-08-26,Constanța,Reach Truck,5,Corporate,Direct,Yes,6,93323.74,3021.35
2023-08-26,Cluj,Pallet Truck,2,SME,Dealer,Yes,6,9218.95,547.3
2023-08-26,Cluj,Pallet Truck,1,Corporate,Direct,Yes,9,4522.35,343.74
2023-08-26,Cluj,Order Picker,5,SME,Direct,Yes,9,67795.74,3037.54
2023-08-26,Timișoara,Reach Truck,1,Corporate,Direct,Yes,9,17343.43,638.66
2023-08-27,Iași,Pallet Truck,3,Corporate,Direct,Yes,6,14349.58,628.38
2023-08-27,Cluj,Electric Forklift,1,Corporate,Direct,Yes,6,29277.67,1637.61
2023-08-27,Constanța,Reach Truck,3,Corporate,Direct,Yes,8,54600.47,2171.13
2023-08-28,Constanța,Reach Truck,3,Corporate,Direct,Yes,10,58775.89,2987.72
2023-08-28,București,Reach Truck,3,Dealer,Direct,Yes,7,60059.56,4452.25
2023-08-29,Iași,Reach Truck,2,Corporate,Direct,No,8,40227.78,1460.41
2023-08-29,Iași,Reach Truck,3,Corporate,Direct,Yes,8,61015.23,3079.89
2023-08-29,București,Pallet Truck,1,SME,Direct,Yes,7,4656.5,276.01
2023-08-29,Constanța,Pallet Truck,3,SME,Direct,Yes,9,14792.79,698.02
2023-08-29,Timișoara,Reach Truck,4,Dealer,Direct,Yes,6,76561.34,3774.9
2023-08-29,București,Electric Forklift,1,Corporate,Dealer,Yes,7,25451.13,1557.66
2023-08-30,Constanța,Electric Forklift,3,Corporate,Direct,No,7,82480.6,6187.04
2023-08-30,Cluj,Order Picker,2,Corporate,Direct,Yes,9,23444.79,1634.63
2023-08-30,București,Reach Truck,2,Corporate,Direct,No,10,36239.49,2245.79
2023-08-30,Timișoara,Electric Forklift,4,Dealer,Direct,No,6,97042.22,7580.96
2023-08-30,București,Pallet Truck,1,SME,Direct,Yes,7,5949.09,319.95
2023-08-30,Timișoara,Reach Truck,2,Dealer,Dealer,Yes,7,37981.12,2704.13
2023-08-31,Timișoara,Order Picker,2,Dealer,Direct,Yes,10,22403.39,1475.51
2023-08-31,Constanța,Order Picker,5,Corporate,Dealer,Yes,10,63782.02,2363.31
2023-08-31,Cluj,Electric Forklift,2,Corporate,Direct,Yes,7,49668.37,1955.16
2023-08-31,București,Order Picker,4,Corporate,Dealer,No,10,57195.52,4213.03
2023-08-31,Cluj,Electric Forklift,3,Corporate,Direct,No,6,77893.3,5161.49
2023-08-31,Iași,Pallet Truck,1,Dealer,Direct,Yes,8,5698.27,420.65
2023-09-01,Iași,Order Picker,1,SME,Direct,Yes,6,14025.33,839.25
2023-09-01,București,Electric Forklift,4,SME,Direct,Yes,10,108137.59,8592.24
2023-09-01,Iași,Electric Forklift,4,Corporate,Direct,Yes,6,116940.12,3902.04
2023-09-02,Timișoara,Electric Forklift,3,Dealer,Dealer,Yes,7,73168.13,2874.91
2023-09-02,Cluj,Pallet Truck,5,Dealer,Direct,No,6,24699.81,851.47
2023-09-02,Constanța,Electric Forklift,4,SME,Dealer,Yes,6,95987.74,6632.04
2023-09-02,București,Order Picker,2,Corporate,Direct,No,10,22815.83,1750.64
2023-09-03,Iași,Reach Truck,5,Dealer,Direct,No,6,92117.16,3571.56
2023-09-03,Timișoara,Reach Truck,3,Corporate,Direct,Yes,7,52454.76,3429.37
2023-09-03,București,Reach Truck,2,Corporate,Dealer,No,9,37382.53,2660.01
2023-09-03,Iași,Electric Forklift,4,Corporate,Direct,No,8,103446.78,7376.21
2023-09-03,Cluj,Reach Truck,3,SME,Dealer,No,7,60852.33,3348.1
2023-09-03,București,Electric Forklift,4,Dealer,Direct,No,6,90317.75,3985.57
2023-09-04,Cluj,Reach Truck,1,Dealer,Direct,Yes,9,16785.5,1027.61
2023-09-04,Cluj,Order Picker,2,Corporate,Direct,No,9,28447.82,1234.1
2023-09-04,Iași,Order Picker,3,Corporate,Direct,No,7,36011.61,2214.67
2023-09-04,București,Electric Forklift,4,Corporate,Direct,No,8,118629.22,8673.99
2023-09-05,Cluj,Pallet Truck,3,Corporate,Dealer,No,10,13869.08,445.32
2023-09-05,Timișoara,Reach Truck,4,Corporate,Direct,No,8,70764.56,3125.62
2023-09-05,Cluj,Reach Truck,1,Corporate,Direct,Yes,9,19136.54,578.97
2023-09-05,București,Order Picker,1,SME,Direct,No,9,13837.88,1052.38
2023-09-05,Iași,Pallet Truck,3,Corporate,Direct,No,7,13730.18,416.86
2023-09-06,Timișoara,Electric Forklift,4,Corporate,Direct,Yes,6,116793.12,6769.53
2023-09-06,Timișoara,Order Picker,1,Corporate,Direct,No,8,11327.14,609.49
2023-09-06,Iași,Reach Truck,2,Corporate,Direct,Yes,6,42486.42,3212.22
2023-09-06,Constanța,Order Picker,4,Corporate,Direct,No,8,51777.13,2392.01
2023-09-06,Cluj,Order Picker,5,SME,Direct,No,8,60946.78,2066.57
2023-09-07,București,Reach Truck,5,Corporate,Direct,No,6,83806.72,6416.13
2023-09-07,Timișoara,Pallet Truck,3,SME,Dealer,Yes,8,14064.77,585.07
2023-09-07,Timișoara,Reach Truck,5,SME,Direct,No,8,100798.63,4499.41
2023-09-07,Cluj,Pallet Truck,2,Dealer,Direct,No,9,11013.06,862.91
2023-09-08,București,Pallet Truck,2,SME,Dealer,Yes,8,9802.07,460.57
2023-09-08,Constanța,Electric Forklift,4,Dealer,Direct,No,8,105601.62,5154.11
2023-09-08,Constanța,Pallet Truck,5,SME,Direct,Yes,7,23169.04,1121.11
2023-09-08,Timișoara,Order Picker,2,Corporate,Direct,Yes,7,22168.74,847.62
2023-09-08,Iași,Order Picker,5,Corporate,Direct,Yes,7,61192.31,3122.73
2023-09-09,Iași,Pallet Truck,1,SME,Direct,Yes,10,5221.07,382.98
2023-09-10,Iași,Pallet Truck,3,Corporate,Dealer,Yes,8,17749.73,1146.15
2023-09-10,Timișoara,Reach Truck,1,Corporate,Direct,Yes,6,17206.42,827.05
2023-09-10,Timișoara,Electric Forklift,5,SME,Dealer,No,10,132321.4,6894.62
2023-09-10,București,Electric Forklift,2,Corporate,Direct,No,8,45831.55,1542.18
2023-09-11,Cluj,Order Picker,2,SME,Direct,No,10,25422.65,1141.16
2023-09-11,Cluj,Electric Forklift,3,SME,Direct,Yes,8,89170.92,6437.36
2023-09-11,București,Reach Truck,2,SME,Direct,No,10,35234.96,2174.09
2023-09-11,București,Electric Forklift,5,Corporate,Direct,Yes,6,129513.74,7954.44
2023-09-12,Cluj,Reach Truck,5,SME,Dealer,Yes,9,87725.44,4219.19
2023-09-12,Iași,Electric Forklift,4,SME,Dealer,Yes,7,115674.5,8310.88
2023-09-12,București,Pallet Truck,2,Corporate,Direct,Yes,9,10691.01,704.4
2023-09-12,Timișoara,Pallet Truck,1,SME,Direct,No,9,5240.59,293.36
2023-09-13,București,Electric Forklift,3,Dealer,Dealer,No,8,88092.7,6788.93
2023-09-13,Cluj,Electric Forklift,2,SME,Direct,No,9,50800.04,3169.01
2023-09-13,Timișoara,Reach Truck,3,SME,Direct,Yes,6,61009.16,1949.92
2023-09-14,Iași,Reach Truck,2,Corporate,Dealer,No,6,32444.36,1450.66
2023-09-14,București,Pallet Truck,2,Dealer,Direct,Yes,8,9888.13,334.64
2023-09-14,Constanța,Order Picker,5,Corporate,Direct,Yes,8,69680.04,5072.11
2023-09-14,Iași,Reach Truck,1,SME,Direct,No,7,16499.54,527.82
2023-09-15,Cluj,Reach Truck,3,Corporate,Direct,Yes,8,60498.53,3605.4
2023-09-15,Constanța,Order Picker,3,Corporate,Direct,Yes,6,42433.3,2474.52
2023-09-15,București,Electric Forklift,4,SME,Direct,Yes,10,102555.29,4192.17
2023-09-16,Cluj,Pallet Truck,1,SME,Direct,Yes,7,4790.07,306.27
2023-09-16,Timișoara,Electric Forklift,2,SME,Dealer,No,8,53824.63,1888.05
2023-09-16,Constanța,Electric Forklift,4,Corporate,Direct,Yes,8,113744.76,8841.77
2023-09-16,Iași,Order Picker,5,Corporate,Direct,Yes,6,61374.47,4457.56
2023-09-16,Constanța,Reach Truck,2,Corporate,Direct,Yes,6,32500.77,2130.53
2023-09-16,Cluj,Pallet Truck,2,Corporate,Dealer,No,6,9175.13,315.3
2023-09-16,Iași,Order Picker,2,Corporate,Direct,No,10,26625.5,1978.35
2023-09-17,Constanța,Order Picker,2,Corporate,Direct,No,9,24856.32,804.46
2023-09-17,București,Order Picker,1,SME,Direct,No,8,11246.14,385.55
2023-09-17,Constanța,Pallet Truck,5,Dealer,Direct,Yes,10,27378.37,1770.67
2023-09-17,Cluj,Order Picker,4,SME,Direct,No,7,50743.21,3265.3
2023-09-18,Iași,Order Picker,5,Corporate,Dealer,Yes,9,70742.64,3602.35
2023-09-18,Constanța,Pallet Truck,4,Corporate,Direct,No,6,19405.14,1488.12
2023-09-18,Constanța,Order Picker,5,SME,Dealer,No,9,68932.57,2248.07
2023-09-19,Timișoara,Order Picker,3,Corporate,Direct,Yes,8,34584.74,1306.07
2023-09-19,Constanța,Order Picker,4,Dealer,Direct,Yes,6,49235.12,2781.71
2023-09-19,București,Electric Forklift,4,Corporate,Dealer,Yes,8,99286.0,7899.27
2023-09-19,București,Electric Forklift,1,SME,Direct,Yes,8,26218.69,925.68
2023-09-20,Timișoara,Order Picker,5,SME,Direct,Yes,8,63374.85,4049.49
2023-09-20,București,Reach Truck,3,SME,Direct,Yes,6,51364.57,1614.58
2023-09-20,Timișoara,Pallet Truck,5,Corporate,Direct,Yes,10,26138.09,1029.79
2023-09-20,Cluj,Order Picker,4,Dealer,Direct,Yes,8,51527.67,3293.28
2023-09-20,București,Order Picker,5,Dealer,Direct,No,7,58606.99,1770.31
2023-09-20,Timișoara,Order Picker,5,SME,Direct,No,6,61397.29,2812.97
2023-09-21,Cluj,Reach Truck,5,SME,Direct,No,9,92897.7,3540.61
2023-09-21,Iași,Order Picker,4,Dealer,Direct,Yes,6,44802.32,1959.02
2023-09-22,Timișoara,Order Picker,2,Dealer,Dealer,Yes,6,25862.06,1386.89
2023-09-22,Iași,Reach Truck,4,SME,Direct,Yes,10,70366.17,2143.89
2023-09-22,Constanța,Reach Truck,2,Corporate,Dealer,Yes,9,33856.08,2523.37
2023-09-22,București,Order Picker,5,Corporate,Direct,Yes,6,60190.02,1972.9
2023-09-23,Iași,Electric Forklift,4,Dealer,Direct,No,7,93641.17,4694.01
2023-09-23,București,Reach Truck,2,SME,Direct,No,6,41880.67,1426.11
2023-09-23,Iași,Reach Truck,4,Dealer,Direct,No,8,75889.37,6022.95
2023-09-23,Constanța,Reach Truck,4,SME,Direct,No,8,83335.12,3173.97
2023-09-24,București,Electric Forklift,4,Dealer,Direct,Yes,8,117599.21,3960.35
2023-09-24,Cluj,Pallet Truck,1,Dealer,Direct,Yes,10,5640.15,408.22
2023-09-24,Iași,Reach Truck,1,SME,Direct,No,9,19233.63,977.86
2023-09-24,București,Reach Truck,1,SME,Direct,Yes,6,18035.53,846.11
2023-09-25,Timișoara,Pallet Truck,4,SME,Dealer,No,7,21397.71,745.23
2023-09-25,București,Electric Forklift,2,Corporate,Dealer,Yes,10,49529.25,2332.4
2023-09-25,București,Pallet Truck,3,Corporate,Dealer,Yes,10,15240.94,1130.14
2023-09-25,Iași,Order Picker,5,SME,Direct,No,6,69171.45,2654.79
2023-09-25,Iași,Electric Forklift,5,SME,Direct,Yes,8,143268.82,7642.31
2023-09-25,Cluj,Order Picker,2,SME,Direct,Yes,8,27993.63,1920.02
2023-09-25,Constanța,Electric Forklift,1,SME,Direct,Yes,10,28964.51,1660.96
2023-09-25,București,Electric Forklift,4,SME,Dealer,Yes,6,107515.27,3626.66
2023-09-26,Iași,Order Picker,1,Dealer,Direct,Yes,6,14122.78,1065.04
2023-09-26,Iași,Reach Truck,2,Corporate,Direct,No,10,36051.94,1129.63
2023-09-26,Timișoara,Reach Truck,2,Corporate,Dealer,No,6,33498.74,1870.74
2023-09-26,București,Pallet Truck,4,Corporate,Dealer,Yes,8,22071.96,1467.21
2023-09-26,Constanța,Order Picker,1,SME,Dealer,Yes,6,12822.37,526.79
2023-09-26,Timișoara,Pallet Truck,2,Corporate,Direct,No,8,10004.5,338.86
2023-09-27,București,Pallet Truck,5,Corporate,Direct,Yes,10,23050.78,1227.03
2023-09-27,Iași,Order Picker,5,Corporate,Direct,No,10,60627.62,2680.14
2023-09-27,București,Electric Forklift,3,Dealer,Direct,No,8,85388.38,3572.22
2023-09-27,București,Reach Truck,1,SME,Direct,Yes,6,16256.0,515.5
2023-09-27,București,Order Picker,4,Corporate,Dealer,No,7,49003.68,3171.48
2023-09-28,București,Order Picker,3,Corporate,Direct,Yes,10,35765.23,2073.79
2023-09-28,Timișoara,Electric Forklift,5,SME,Dealer,Yes,6,126444.56,9770.33
2023-09-28,Constanța,Electric Forklift,1,Corporate,Direct,No,10,27200.92,2144.18
2023-09-28,Iași,Order Picker,2,SME,Dealer,Yes,8,21892.26,1161.83
2023-09-28,București,Pallet Truck,1,Corporate,Direct,No,7,4783.94,337.11
2023-09-28,Cluj,Electric Forklift,2,Dealer,Dealer,No,8,51982.66,4145.5
2023-09-28,București,Reach Truck,4,Corporate,Direct,No,6,82674.85,5131.22
2023-09-28,Cluj,Pallet Truck,4,SME,Dealer,Yes,8,23496.28,1602.41
2023-09-28,Constanța,Order Picker,2,Corporate,Direct,Yes,7,23917.92,1071.99
2023-09-29,Iași,Reach Truck,1,Corporate,Direct,Yes,10,19546.69,1228.54
2023-09-29,Iași,Order Picker,2,Corporate,Direct,No,6,22099.66,967.35
2023-09-29,Iași,Electric Forklift,2,SME,Direct,No,7,47112.42,2954.09
2023-09-29,Timișoara,Order Picker,3,SME,Direct,No,9,42029.87,2472.66
2023-09-29,București,Order Picker,5,SME,Direct,Yes,8,57930.89,3861.52
2023-09-29,București,Pallet Truck,3,Corporate,Direct,Yes,7,15845.02,566.27
2023-09-30,Cluj,Order Picker,1,Dealer,Dealer,Yes,9,12328.46,922.82
2023-09-30,București,Pallet Truck,3,Corporate,Dealer,Yes,6,14482.36,910.61
2023-10-01,Iași,Electric Forklift,2,SME,Direct,No,7,52804.81,3550.39
2023-10-01,Iași,Order Picker,3,SME,Direct,Yes,10,41006.37,2470.89
2023-10-01,Cluj,Electric Forklift,1,SME,Direct,Yes,7,24630.31,843.9
2023-10-01,Cluj,Electric Forklift,4,Corporate,Dealer,No,9,95019.36,6083.91
2023-10-01,București,Pallet Truck,2,Corporate,Direct,Yes,10,9357.38,408.43
2023-10-02,București,Order Picker,5,SME,Dealer,No,9,58711.82,1858.45
2023-10-02,Constanța,Electric Forklift,4,Dealer,Direct,Yes,7,93914.95,5611.31
2023-10-02,Timișoara,Reach Truck,2,SME,Direct,No,8,42431.53,3023.24
2023-10-02,Cluj,Pallet Truck,5,SME,Direct,Yes,9,27687.47,1685.09
2023-10-02,Timișoara,Reach Truck,5,Dealer,Direct,No,7,82851.59,6033.01
2023-10-02,Timișoara,Pallet Truck,2,Corporate,Direct,Yes,6,9488.23,601.11
2023-10-02,Cluj,Electric Forklift,2,Corporate,Direct,No,8,58857.11,2009.54
2023-10-02,Timișoara,Electric Forklift,3,Corporate,Dealer,Yes,6,75539.48,4363.65
2023-10-03,Constanța,Electric Forklift,5,Corporate,Direct,Yes,7,124491.54,6540.79
2023-10-03,Iași,Reach Truck,5,SME,Direct,Yes,7,86794.41,4084.83
2023-10-03,Constanța,Reach Truck,2,Corporate,Dealer,Yes,8,37873.31,2010.21
2023-10-03,Timișoara,Electric Forklift,1,Corporate,Direct,Yes,8,28296.8,907.59
2023-10-03,Timișoara,Pallet Truck,4,SME,Direct,Yes,6,23044.33,1266.24
2023-10-03,Constanța,Electric Forklift,4,Dealer,Direct,Yes,7,110134.54,5175.84
2023-10-03,Cluj,Reach Truck,1,SME,Direct,No,10,20696.63,770.36
2023-10-03,Iași,Pallet Truck,3,Dealer,Dealer,Yes,8,17790.24,1314.58
2023-10-04,Cluj,Reach Truck,1,Corporate,Direct,Yes,7,19860.92,1520.08
2023-10-04,Timișoara,Pallet Truck,1,Corporate,Direct,Yes,7,5250.54,315.1
2023-10-04,Iași,Pallet Truck,1,SME,Direct,Yes,9,4880.51,345.8
2023-10-04,Constanța,Pallet Truck,4,Corporate,Direct,Yes,6,20439.91,1337.11
2023-10-04,Iași,Electric Forklift,5,SME,Direct,No,6,127569.73,9974.09
2023-10-05,Timișoara,Electric Forklift,1,Corporate,Direct,No,8,25814.66,1752.83
2023-10-05,Cluj,Reach Truck,5,SME,Direct,No,7,82668.65,5032.56
2023-10-05,Constanța,Order Picker,2,Dealer,Direct,No,6,21870.62,832.22
2023-10-05,Cluj,Pallet Truck,3,SME,Direct,Yes,9,16218.64,1174.35
2023-10-05,Constanța,Electric Forklift,2,Corporate,Direct,No,6,56249.93,3944.8
2023-10-05,Iași,Pallet Truck,3,Corporate,Dealer,Yes,7,17300.85,1353.85
2023-10-05,București,Order Picker,2,SME,Direct,Yes,9,23484.74,1039.72
2023-10-05,Constanța,Order Picker,1,SME,Direct,Yes,8,13425.75,594.5
2023-10-06,Constanța,Reach Truck,5,Corporate,Dealer,Yes,9,105858.87,4419.74
2023-10-06,Constanța,Electric Forklift,4,Corporate,Direct,No,10,96782.33,5126.45
2023-10-07,Timișoara,Pallet Truck,3,Dealer,Direct,No,7,15347.94,553.65
2023-10-07,Timișoara,Pallet Truck,5,Dealer,Direct,Yes,8,25181.27,934.66
2023-10-07,Timișoara,Electric Forklift,1,Corporate,Direct,No,9,24847.22,1557.56
2023-10-07,Cluj,Pallet Truck,5,SME,Direct,Yes,7,28939.96,1877.11
2023-10-07,Cluj,Pallet Truck,2,Corporate,Direct,No,10,10052.36,541.66
2023-10-07,Constanța,Order Picker,2,SME,Dealer,No,10,25801.82,1508.35
2023-10-08,Cluj,Reach Truck,2,SME,Direct,Yes,6,40436.61,2783.67
2023-10-08,Constanța,Order Picker,4,Dealer,Dealer,No,7,46061.89,3504.51
2023-10-08,Timișoara,Reach Truck,1,Corporate,Direct,Yes,6,17966.05,1121.84
2023-10-08,Timișoara,Reach Truck,4,Dealer,Direct,Yes,8,75203.72,5371.3
2023-10-09,Timișoara,Electric Forklift,2,SME,Dealer,No,6,50995.28,2580.28
2023-10-09,Cluj,Order Picker,3,SME,Direct,Yes,8,33742.68,2125.92
2023-10-09,Cluj,Reach Truck,5,Corporate,Dealer,No,10,97382.8,5607.68
2023-10-09,Iași,Order Picker,4,SME,Direct,Yes,8,44440.26,1788.33
2023-10-09,Constanța,Order Picker,1,Corporate,Direct,No,10,11333.53,382.23
2023-10-09,Timișoara,Pallet Truck,4,Corporate,Dealer,Yes,10,20558.88,1282.54
2023-10-09,București,Reach Truck,5,Corporate,Direct,No,10,107525.42,3281.73
2023-10-09,Constanța,Electric Forklift,4,Corporate,Direct,Yes,6,102308.25,6637.71
2023-10-09,Cluj,Electric Forklift,4,Dealer,Direct,Yes,10,93096.67,7257.65
2023-10-09,Constanța,Electric Forklift,3,Dealer,Direct,No,10,71503.97,3834.65
2023-10-09,Iași,Order Picker,4,Corporate,Dealer,Yes,10,50617.69,4048.43
2023-10-09,București,Reach Truck,1,Corporate,Direct,Yes,8,17833.44,705.86
2023-10-10,Timișoara,Order Picker,3,Corporate,Direct,No,10,32542.27,2489.88
2023-10-10,București,Order Picker,2,Dealer,Direct,Yes,8,26871.71,1567.61
2023-10-10,Constanța,Pallet Truck,1,Dealer,Direct,Yes,7,4594.38,280.83
2023-10-10,București,Order Picker,1,SME,Dealer,Yes,9,13301.43,737.07
2023-10-10,București,Reach Truck,2,SME,Direct,No,8,34926.3,2733.81
2023-10-11,Iași,Pallet Truck,5,SME,Direct,No,8,25943.41,1902.89
2023-10-11,Iași,Order Picker,5,SME,Dealer,Yes,10,56629.47,2889.16
2023-10-11,Timișoara,Order Picker,5,Corporate,Dealer,No,8,71142.49,4064.06
2023-10-11,București,Order Picker,1,Corporate,Dealer,Yes,8,13307.25,1056.66
2023-10-11,București,Pallet Truck,3,Dealer,Direct,Yes,8,17278.51,793.43
2023-10-11,București,Order Picker,5,Corporate,Direct,Yes,7,64595.03,1951.86
2023-10-12,București,Reach Truck,1,Corporate,Direct,Yes,8,18584.33,1051.89
2023-10-12,Timișoara,Order Picker,3,Corporate,Dealer,No,9,42821.58,1942.7
2023-10-12,București,Pallet Truck,2,SME,Direct,Yes,7,11085.7,753.32
2023-10-12,București,Pallet Truck,5,Corporate,Direct,Yes,6,24238.07,1933.93
2023-10-13,București,Pallet Truck,1,SME,Dealer,Yes,10,5693.81,349.05
2023-10-13,Iași,Order Picker,4,Corporate,Direct,Yes,10,45273.6,2897.28
2023-10-13,Constanța,Reach Truck,5,Corporate,Direct,No,7,98346.59,7532.08
2023-10-13,Cluj,Reach Truck,4,SME,Direct,Yes,7,71946.9,4674.55
2023-10-14,Iași,Order Picker,5,Corporate,Dealer,No,7,67903.05,2906.72
2023-10-14,Constanța,Reach Truck,1,Corporate,Direct,Yes,10,19011.14,995.76
2023-10-14,Iași,Order Picker,4,Dealer,Dealer,No,9,47324.1,3581.12
2023-10-14,Timișoara,Electric Forklift,4,Corporate,Direct,No,7,92534.36,6220.33
2023-10-14,Timișoara,Pallet Truck,2,SME,Direct,No,8,11713.41,920.76
2023-10-14,Cluj,Pallet Truck,3,Dealer,Direct,Yes,10,17279.45,633.35
2023-10-14,București,Reach Truck,5,SME,Direct,No,10,100173.22,3170.95
2023-10-14,București,Pallet Truck,5,SME,Dealer,No,8,23174.49,1635.36
2023-10-14,Iași,Pallet Truck,2,Corporate,Direct,Yes,7,10430.57,464.76
2023-10-14,București,Order Picker,5,Dealer,Dealer,No,9,60645.06,2458.03
2023-10-15,București,Electric Forklift,3,Corporate,Direct,No,8,76458.32,4228.22
2023-10-15,Timișoara,Electric Forklift,2,Dealer,Direct,Yes,7,49949.22,1527.84
2023-10-15,Timișoara,Reach Truck,5,Dealer,Direct,No,8,87238.13,5871.34
2023-10-15,Cluj,Electric Forklift,1,Corporate,Direct,Yes,9,23704.63,1762.3
2023-10-15,București,Order Picker,4,Dealer,Dealer,No,8,49452.38,3246.47
2023-10-16,Iași,Order Picker,1,SME,Direct,Yes,7,10840.72,794.89
2023-10-16,București,Order Picker,2,SME,Dealer,Yes,7,23777.36,1688.31
2023-10-16,Iași,Electric Forklift,1,Corporate,Direct,Yes,10,26679.03,1539.74
2023-10-17,București,Order Picker,2,Corporate,Direct,Yes,9,27988.52,1650.8
2023-10-17,Constanța,Order Picker,3,Corporate,Direct,Yes,7,39190.98,2524.57
2023-10-17,Iași,Order Picker,1,Corporate,Direct,No,7,11627.0,812.9
2023-10-17,Cluj,Pallet Truck,5,Corporate,Direct,No,9,24550.93,860.05
2023-10-18,Timișoara,Electric Forklift,2,Corporate,Dealer,No,9,50683.84,3534.1
2023-10-18,Constanța,Reach Truck,5,Dealer,Dealer,No,10,100679.39,3528.2
2023-10-18,Timișoara,Pallet Truck,3,Corporate,Direct,Yes,9,16266.04,1002.31
2023-10-19,București,Order Picker,5,Corporate,Direct,Yes,7,69483.4,2613.87
2023-10-19,Constanța,Reach Truck,2,SME,Dealer,Yes,8,39681.08,2103.22
2023-10-19,Iași,Pallet Truck,1,Corporate,Direct,Yes,8,4820.24,336.57
2023-10-19,Cluj,Reach Truck,2,Corporate,Dealer,No,6,35009.95,1611.16
2023-10-19,Timișoara,Reach Truck,1,SME,Direct,Yes,6,19959.15,780.87
2023-10-19,Constanța,Pallet Truck,2,Dealer,Direct,No,7,9462.52,537.3
2023-10-20,Constanța,Reach Truck,3,Corporate,Dealer,No,7,62496.51,2263.41
2023-10-20,Cluj,Pallet Truck,5,SME,Dealer,No,8,27595.74,853.25
2023-10-20,Constanța,Electric Forklift,5,Corporate,Direct,Yes,9,147775.81,8663.0
2023-10-20,Timișoara,Electric Forklift,3,Dealer,Dealer,No,6,67792.54,5231.48
2023-10-21,București,Reach Truck,5,Dealer,Direct,No,10,94818.51,4067.95
2023-10-21,Cluj,Order Picker,4,Dealer,Direct,No,8,43237.75,2425.59
2023-10-21,Timișoara,Reach Truck,5,Corporate,Direct,No,10,88582.51,3587.2
2023-10-21,București,Reach Truck,4,Corporate,Direct,No,10,76498.41,5112.51
2023-10-22,București,Electric Forklift,5,Corporate,Direct,Yes,9,127912.44,9897.07
2023-10-22,București,Electric Forklift,4,Corporate,Direct,Yes,10,104311.42,8337.3
2023-10-22,Cluj,Pallet Truck,1,Corporate,Direct,No,10,5857.31,226.74
2023-10-23,București,Electric Forklift,2,Corporate,Direct,Yes,8,47082.22,2940.97
2023-10-23,Timișoara,Order Picker,1,SME,Direct,Yes,9,12940.8,619.4
2023-10-23,București,Pallet Truck,4,Corporate,Direct,No,9,18320.88,1011.05
2023-10-23,Constanța,Reach Truck,2,Corporate,Direct,No,9,34289.08,1945.47
2023-10-23,București,Order Picker,4,Dealer,Dealer,No,7,51020.99,1551.26
2023-10-24,Timișoara,Pallet Truck,2,SME,Direct,No,9,10455.65,590.58
2023-10-24,Constanța,Pallet Truck,3,SME,Direct,No,10,15678.67,847.75
2023-10-24,Cluj,Reach Truck,1,Dealer,Direct,Yes,10,21110.13,1158.15
2023-10-24,Cluj,Reach Truck,5,Corporate,Direct,No,8,92776.06,5189.95
2023-10-25,Constanța,Pallet Truck,3,Corporate,Direct,No,8,16961.09,743.44
2023-10-25,București,Pallet Truck,3,Corporate,Direct,No,6,16246.93,1242.22
2023-10-25,Constanța,Pallet Truck,3,Corporate,Dealer,Yes,8,16719.07,948.58
2023-10-25,București,Order Picker,1,Corporate,Direct,Yes,9,14387.59,1141.06
2023-10-26,București,Reach Truck,4,Corporate,Dealer,No,6,71625.82,3680.89
2023-10-26,Iași,Pallet Truck,3,SME,Direct,Yes,7,16512.18,1198.73
2023-10-26,Cluj,Reach Truck,4,Dealer,Direct,Yes,8,77557.73,2808.82
2023-10-26,Iași,Order Picker,5,Corporate,Direct,No,6,63014.36,2418.02
